# <E>                <E^2>                <Cv_kin>                <Cv>
0.497121102637    0.494669876344    -0.221841223872    0.642481544651
0.492071014032    0.484421311331    -0.227669094893    0.365458339702
0.512907299140    0.487867618682    -0.215755378219    0.225958573783
0.487311332225    0.477634348145    -0.223915542893    0.406161768446
0.500332146301    0.471890012000    -0.219718694887    0.045976512256
0.493406664188    0.473310729260    -0.225846287848    0.100357628667
0.497552572142    0.484345888489    -0.221006632386    0.394517351459
0.499014093468    0.474045483078    -0.222140012369    0.072260130721
0.508000170848    0.486319945941    -0.217054730894    0.280026036631
0.481605198526    0.467665525935    -0.228834086030    0.172196816445
0.500646415250    0.485343629145    -0.219128855851    0.389198504806
0.515036659968    0.492950647333    -0.212761763578    0.373153066071
0.488399318302    0.473516856724    -0.226143928173    0.220975860800
0.507304171334    0.485758526775    -0.218687795062    0.242830236496
0.493867523286    0.482643260365    -0.224142478466    0.364891283572
0.493997196667    0.466900329098    -0.224710552861    -0.046086351938
0.519009290594    0.500846417325    -0.213302478578    0.454332375591
0.500418349936    0.481546271587    -0.221300736089    0.245675263644
0.486880290221    0.467518563865    -0.225923732249    0.113560365277
0.504043381622    0.494749816987    -0.218720092629    0.549249845015
0.477562276078    0.468863893686    -0.230858808290    0.248483946557
0.506187704391    0.481496383120    -0.216313397475    0.223924839200
0.521651406035    0.489643398782    -0.210691192289    0.170800426856
0.495731843099    0.492748255321    -0.222187399121    0.620269898464
0.491048255529    0.473023429078    -0.224656472546    0.180964181852
0.502751941813    0.471936077055    -0.219070454383    0.002652691898
0.499762528323    0.478082397613    -0.217923982096    0.259895770044
0.507099120178    0.480287264427    -0.217822195171    0.132888789262
0.478930435144    0.459556382305    -0.226985715401    0.079907629926
0.490278254255    0.464265220873    -0.222522411168    0.034251077730
0.500628161612    0.470483316575    -0.220497132572    -0.016059304902
0.519539616718    0.488544106181    -0.215054680546    0.089200307403
0.484469641446    0.473639607533    -0.227498263711    0.285762758473
0.495746141791    0.480264734714    -0.221789243511    0.317781352552
0.482030283613    0.466514346522    -0.228097695849    0.151586408825
0.500606096331    0.471753847526    -0.221682001007    -0.013365429104
0.503672806250    0.502560515458    -0.219619756133    0.731361589245
0.514231076475    0.488949579508    -0.214126217211    0.259744057124
0.492609042479    0.470125381588    -0.220905520098    0.163904818958
0.531409819570    0.494070757135    -0.205917567229    0.143919839267
0.503745930425    0.484381790084    -0.216950700750    0.341778172856
0.509891514492    0.489950270053    -0.216249470681    0.342786070510
0.499890242425    0.481375811613    -0.220446997597    0.275963988611
0.503006525256    0.493538545943    -0.218322871193    0.555002757472
0.507178607975    0.484501014535    -0.214991280196    0.306989848819
0.496811169722    0.480536261773    -0.220029615296    0.342132702903
0.497184367501    0.466623080026    -0.222860012705    -0.085730699184
0.508879316421    0.484671170713    -0.214200292319    0.287817992812
0.502640623422    0.477878160741    -0.217824380720    0.185154592694
0.519256362246    0.486685457154    -0.210582082506    0.161905122863
0.508126163967    0.482251119429    -0.217013964334    0.176123914670
0.480240710687    0.458552459347    -0.228188755679    -0.006685913316
0.488397739200    0.491403706443    -0.225579914735    0.682286001330
0.513263980047    0.491687025011    -0.213007317803    0.380994849856
0.497238926553    0.473795196053    -0.222612757787    0.098397204685
0.491027170712    0.467540705583    -0.224372105526    0.051522941974
0.478107343863    0.482720296405    -0.230995707124    0.578448925608
0.503778315036    0.480450963741    -0.214739063687    0.297982733828
0.502597406175    0.479616565862    -0.217669954786    0.233561459553
0.521785389909    0.497530605693    -0.213543563750    0.293176220515
0.495880693972    0.478361782219    -0.221897543211    0.264164408843
0.497616174031    0.477117238525    -0.220657606245    0.220944390570
0.501205713580    0.485977396125    -0.222280746833    0.312237049168
0.524357125212    0.505054475159    -0.209635798909    0.511707037217
0.507786909301    0.497153176532    -0.219043841845    0.506544735756
0.508520977234    0.478942727663    -0.214950159598    0.134974594452
0.498087234485    0.477162892815    -0.220308593387    0.219085156772
0.504076998568    0.470063621018    -0.216634126361    -0.016603145705
0.506347569209    0.498312557318    -0.217111075338    0.620340528402
0.489678613848    0.467542137248    -0.224334576299    0.085560402230
0.498495888638    0.490374366904    -0.222788012130    0.477205094626
0.512472376469    0.480811451392    -0.214092091355    0.102285584823
0.496621015876    0.480146923546    -0.223719930975    0.244863979028
0.485385309770    0.477951797143    -0.226592794187    0.394002600386
0.487905097518    0.458171676040    -0.225403236843    -0.132073624660
0.484113870648    0.461163256526    -0.227307228052    -0.012755282003
0.499282779354    0.468858805680    -0.221594837646    -0.050483143119
0.503528477942    0.485201005364    -0.218789270141    0.321770178107
0.499894900341    0.476399409685    -0.219015666927    0.187220784296
0.498159075318    0.479243352221    -0.220703727143    0.259429018897
0.492341919066    0.481137330660    -0.223454081346    0.382067101133
0.508855551213    0.490916232968    -0.215900782103    0.402036971593
0.528173288673    0.490158054111    -0.205881942473    0.132727219274
0.505159198681    0.491099450403    -0.220211449847    0.392554613596
0.506276008244    0.478769305359    -0.216669415432    0.144612335084
0.519582948369    0.477825433655    -0.211235275299    -0.084407047009
0.522885022494    0.509973313203    -0.210662174990    0.647559786613
0.500728673206    0.486005476692    -0.219450583358    0.395642229094
0.493392046651    0.474544347815    -0.220716961524    0.259791864822
0.487868998983    0.461739582790    -0.226428453855    -0.067625780837
0.506179339952    0.475648483386    -0.218003661680    0.035682437814
0.489186930437    0.465187053538    -0.225376904238    0.012657409720
0.490895496141    0.474258297827    -0.223913308692    0.234165025094
0.515303728557    0.479972059187    -0.215238073027    -0.020098662642
0.506371982956    0.489475325064    -0.217004104648    0.401465882318
0.499775498070    0.475894015188    -0.221459267843    0.116479971851
0.486552207177    0.475419303341    -0.228056741304    0.265737793205
0.500008196004    0.483003288436    -0.218947465363    0.351190675026
0.486281637269    0.468625820711    -0.226901756788    0.131355829457
0.488233987230    0.468014970616    -0.225689792102    0.098818805682
